code,review
"@@ -57,10 +57,10 @@ class VersionGuesser } /** - * @param array $packageConfig - * @param string $path Path to guess into + * @param array<string, mixed> $packageConfig + * @param string $path Path to guess into * - * @return null|array versionData, 'version', 'pretty_version' and 'commit' keys, if the version is a feature branch, 'feature_version' and 'feature_pretty_version' keys may also be returned + * @phpstan-return Version|null */ public function guessVersion(array $packageConfig, $path) { ",I would keep the `@return null|array` for other tooling than phpstan
"@@ -17,10 +17,15 @@ export const GTAG_CONFIG = /** @type {!JsonObject} */ ({ 'configRewriter': { 'url': 'https://www.googletagmanager.com/gtag/amp', + 'varGroups': { + 'dns': { + 'dr': 'DOCUMENT_REFERRER', + 'dl': 'SOURCE_URL', + }, + }, }, 'vars': { 'eventValue': '0', - 'documentLocation': 'SOURCE_URL', 'clientId': 'CLIENT_ID(AMP_ECID_GOOGLE,,_ga)', 'dataSource': 'AMP', 'anonymizeIP': 'aip', ",Is this the group we wanted enabled by default?
"@@ -126,7 +126,6 @@ ik_rec_free(struct btr_instance *tins, struct btr_record *rec, void *args) umem_id_t *rec_ret = (umem_id_t *) args; /** Provide the buffer to user */ *rec_ret = rec->rec_mmid; - rec->rec_mmid = UMMID_NULL; return 0; } utest_free(ik_utx, irec->ir_val_mmid); ","Is it redundant or any side-effect? As my understand, if the caller offer the @args parameter, then it needs to free the space (pointed by rec->rec_mmid) by itself. The @rec will be freed after ik_rec_free() returned. So whether reset the rec_mmid or not will not cause correctness issue, right?"
"@@ -23,6 +23,16 @@ module AuthenticationHelper Authentication::Providers.enabled_for_user(user) end + def signed_up_with(user = current_user) + providers = Authentication::Providers.enabled_for_user(user) + + # If the user did not authenticate with any provider, they signed up with an email. + auth_method = providers.presence ? providers.map(&:official_name).to_sentence : Email & Password + verb = providers.size > 1 ? any of those : that + + Reminder: you used #{auth_method} to authenticate your account, so please use #{verb} to sign in if prompted. + end + def available_providers_array Authentication::Providers.available.map(&:to_s) end ","I don't know why we used to render `Reminder: You used`, but I took the liberty of lowercasing it because...grammar."
"@@ -39,6 +39,7 @@ import org.apache.zeppelin.helium.HeliumPackage; import org.apache.zeppelin.interpreter.InterpreterGroup; import org.apache.zeppelin.interpreter.remote.RemoteAngularObjectRegistry; import org.apache.zeppelin.interpreter.thrift.InterpreterCompletion; +import org.apache.zeppelin.rest.message.InterpreterSettingListForNoteBind; import org.apache.zeppelin.user.AuthenticationInfo; import org.apache.zeppelin.interpreter.InterpreterOutput; import org.apache.zeppelin.interpreter.InterpreterResult; ",I think you'd better move this class into proper one. It's used in binding method only.
"@@ -278,7 +278,7 @@ void InstanceSaveManager::LoadResetTimes() continue; // the reset_delay must be at least one day - uint32 period = mapDiff->resetTime; + uint32 period = uint32(((mapDiff->resetTime * sWorld->getRate(RATE_INSTANCE_RESET_TIME))/DAY) * DAY); if (period < DAY) period = DAY; ",Whats going on here? `((X * Y)/Z) * Z` = `X * Y` is it not?
"@@ -1534,13 +1534,6 @@ $config['os'][$os]['icon'] = 'hp'; $config['os'][$os]['over'][0]['graph'] = 'device_toner'; $config['os'][$os]['over'][0]['text'] = 'Toner'; -$os = 'richoh'; -$config['os'][$os]['group'] = 'printer'; -$config['os'][$os]['text'] = 'Ricoh Printer'; -$config['os'][$os]['type'] = 'printer'; -$config['os'][$os]['over'][0]['graph'] = 'device_toner'; -$config['os'][$os]['over'][0]['text'] = 'Toner'; - $os = 'okilan'; $config['os'][$os]['group'] = 'printer'; $config['os'][$os]['text'] = 'OKI Printer'; ",Unfortunately you've removed the richoh code here :( If you can add this back in pls.
"@@ -0,0 +1,18 @@ +﻿// Licensed to the .NET Foundation under one or more agreements. +// The .NET Foundation licenses this file to you under the MIT license. +// See the LICENSE file in the project root for more information. + +using System; + +internal static partial class Interop +{ + internal static partial class User32 + { + public struct COPYDATASTRUCT + { + public UIntPtr dwData; + public uint cbData; + public IntPtr lpData; + } + } +} ",Why have these types been changed?
"@@ -625,8 +625,9 @@ def get_sqd_params(rawfile): return sqd -def read_raw_kit(input_fname, mrk=None, elp=None, hsp=None, stim='>', - slope='-', stimthresh=1, preload=False, verbose=None): +def read_raw_kit(input_fname, mrk=None, mrk2=None, elp=None, hsp=None, + stim='>', slope='-', stimthresh=1, preload=False, + verbose=None): Reader function for KIT conversion to FIF Parameters ","A problem with inserting new arguments is that it breaks backwards compatibility in cases where people call the function with non keyword arguments (`read_raw_kit(input_fname, mrk, elp, ...)`). Before making this change we should be sure that nobody is using this function in their scripts that way. Otherwise the safer alternative is to add new arguments at the end."
"@@ -509,7 +509,7 @@ class Yoast_Notification_Center_Test extends WPSEO_UnitTestCase { $a = new Yoast_Notification( 'a' ); $this->assertFalse( Yoast_Notification_Center::maybe_dismiss_notification( $a ) ); - $b = new Yoast_Notification( 'b', array( 'id' => uniqid( 'id' ) ) ); + $b = new Yoast_Notification( 'b', [ 'id' => uniqid( 'id' ) ] ); $this->assertFalse( Yoast_Notification_Center::maybe_dismiss_notification( $b ) ); } ",Avoid variables with short names like $b. Configured minimum length is 3.
"@@ -127,6 +127,9 @@ func addDefaultingFuncs(scheme *runtime.Scheme) { } }, func(obj *DNSConfig) { + if len(obj.ClusterDomain) == 0 { + obj.ClusterDomain = cluster.local + } if len(obj.BindNetwork) == 0 { obj.BindNetwork = tcp4 } ",@smarterclayton should this inform the routing config subdomain or leave that default as is?
"@@ -295,6 +295,12 @@ func NewApplication(config *orm.Config, ethClient eth.Client, advisoryLocker pos } app.HeadTracker = services.NewHeadTracker(store, headTrackables) + head, err := app.HeadTracker.HighestSeenHeadFromDB() + if err != nil { + return nil, err + } + logBroadcaster.SetLatestHeadFromStorage(head) + return app, nil } ",I think a better place for this would be inside of `broadcaster#Start()`
"@@ -232,13 +232,15 @@ func (a *AuthzServer) getAllowedMap( // Fetches the id of the current user PLUS the team ids for that user subjects := auth_context.FromContext(ctx).Subjects - resp, err := a.filterHandler.FilterAuthorizedPairs(ctx, subjects, mapByResourceAndAction, methodsInfo) + inputPairs := pairs.GetKeys(mapByResourceAndAction) + + filteredPairs, err := a.introspectionHandler.FilterAuthorizedPairs(ctx, subjects, inputPairs) if err != nil { log.WithError(err).Debug(Error on client.FilterAuthorizedPairs) return nil, err } endpointMap, err := pairs.GetEndpointMapFromResponse( - resp.Pairs, resp.MethodsInfo, resp.MapByResourceAndAction, true) + filteredPairs, methodsInfo, mapByResourceAndAction, true) if err != nil { log.WithError(err).Debug(Error on pairs.GetEndpointMapFromResponse) return nil, err ","There's only one set of `mapByResourceAndAction` and `methodsInfo`, so they're no longer passed in, but retrieved in the introspection code."
"@@ -62,7 +62,7 @@ namespace Dynamo.Search /// <summary> /// Utility methods for categorizing search elements. /// </summary> - public static class SearchCategory + public static class SearchCategoryUtil { private sealed class SearchCategoryImpl<TEntry> : ISearchCategory<TEntry> { ",This must be renamed as soon as LibraryUI introduces class with identical name `SearchCategory`.
"@@ -6,11 +6,13 @@ import os import re import socket -import OpenSSL +from OpenSSL import SSL, crypto # type: ignore # https://github.com/python/typeshed/issues/2052 import josepy as jose +from typing import Callable, Text, Union # pylint: disable=unused-import from acme import errors +from acme import str_utils logger = logging.getLogger(__name__) ",Do we get any benefit from only putting `type: ignore` for `SSL` if there is a stub for `crypto`?
"@@ -8,6 +8,14 @@ class Jetpack_Sync_Module_Themes extends Jetpack_Sync_Module { public function init_listeners( $callable ) { add_action( 'switch_theme', array( $this, 'sync_theme_support' ) ); add_action( 'jetpack_sync_current_theme_support', $callable ); + + // Sidebar updates. + add_action( update_option_sidebars_widgets, array( $this, 'sync_sidebar_widgets_actions' ), 10, 2 ); + add_action( 'jetpack_widget_added', $callable, 10, 2 ); + add_action( 'jetpack_widget_removed', $callable, 10, 2 ); + add_action( 'jetpack_widget_moved_to_inactive', $callable ); + add_action( 'jetpack_cleared_inactive_widgets', $callable ); + add_action( 'jetpack_widget_reordered', $callable ); } public function init_full_sync_listeners( $callable ) { ",this could use single quotes
"@@ -356,10 +356,16 @@ class FixedDialogTeacher(Teacher): if loop is None: loop = self.training if self.random: - new_idx = random.randrange(num_eps) + new_idx = ( + random.randrange( + num_eps // self.dws + int(num_eps % self.dws > self.rank) + ) + * self.dws + + self.rank + ) else: with self._lock(): - self.index.value += 1 + self.index.value += self.dws if loop: self.index.value %= num_eps new_idx = self.index.value ",what is this computation exactly?
"@@ -212,10 +212,7 @@ void MapgenV7Params::writeParams(Settings *settings) const int MapgenV7::getSpawnLevelAtPoint(v2s16 p) { - // Base terrain calculation - s16 y = baseTerrainLevelAtPoint(p.X, p.Y); - - // If enabled, check if inside a river + // If rivers are enabled, first check if in a river if (spflags & MGV7_RIDGES) { float width = 0.2; float uwatern = NoisePerlin2D(&noise_ridge_uwater->np, p.X, p.Y, seed) * 2; ",seems this loop is a good canditate to be replaced with a for loop
"@@ -155,7 +155,8 @@ func (a *ACME) CreateClusterConfig(leadership *cluster.Leadership, tlsConfig *tl } a.store = datastore - a.challengeProvider = &challengeProvider{store: a.store} + a.challengeTLSProvider = &challengeTLSProvider{store: a.store} + a.challengeHTTPProvider = &challengeHTTPProvider{store: a.store} ticker := time.NewTicker(24 * time.Hour) leadership.Pool.AddGoCtx(func(ctx context.Context) { ",I'm not in love with instantiating `challengeTLSProvider` & `challengeHTTPProvider` here.
"@@ -259,6 +259,18 @@ export class VideoContainer extends LargeContainer { this._resizeListeners = new Set(); this.$video[0].onresize = this._onResize.bind(this); + + if (isTestModeEnabled(APP.store.getState())) { + const cb = name => APP.store.dispatch(updateLastLargeVideoMediaEvent(name)); + const containerHandlers = {}; + + containerEvents.forEach(event => { + containerHandlers[event] = cb.bind(this, event); + }); + containerEvents.forEach(event => { + this.$video[0].addEventListener(event, containerHandlers[event]); + }); + } } /** ","I don't think you need a second loop here. You can add the code for adding a listener in the previous one, isn't it?"
"@@ -120,7 +120,7 @@ void Power::check() { } void Power::power_on() { - lastPowerOn = millis(); + lastPowerOn = millis() + 1; // add 1 because sometimes millis() return 0 if (!powersupply_on) { PSU_PIN_ON(); safe_delay(PSU_POWERUP_DELAY); ","The `millis()` function should only return 0 before the timer starts, and then only once every 49 days. And of course, 0xFFFFFFFF + 1 is also 0."
"@@ -71,6 +71,12 @@ func BinVersion() (string, error) { } func init() { + absPath, err := exec.LookPath(git) + if err != nil { + panic(fmt.Sprintf(Git not found: %v, err)) + } + GitExecutable = absPath + gitVersion, err := BinVersion() if err != nil { panic(fmt.Sprintf(Git version missing: %v, err)) ",I think this is unnecessary and we should change many other places git command invokes and add an option on app.ini.
"@@ -4396,6 +4396,7 @@ bool Blockchain::check_blockchain_pruning() return m_db->check_pruning(); } //------------------------------------------------------------------ +// returns min(Mb, 2Ml) as per https://github.com/ArticMine/Monero-Documents/blob/master/MoneroScaling2021-02.pdf from HF_VERSION_LONG_TERM_BLOCK_WEIGHT uint64_t Blockchain::get_next_long_term_block_weight(uint64_t block_weight) const { PERF_TIMER(get_next_long_term_block_weight); ","This is only true for `hf_version >= HF_VERSION_2021_SCALING`, otherwise it is `min(Mb, 1.4*Ml)`."
"@@ -989,8 +989,8 @@ define([ } var viewExtentCVCartographic = new Cartographic(); - var viewExtentCVNorthEast = Cartesian4.clone(Cartesian4.UNIT_W); - var viewExtentCVSouthWest = Cartesian4.clone(Cartesian4.UNIT_W); + var viewExtentCVNorthEast = new Cartesian3(); + var viewExtentCVSouthWest = new Cartesian3(); var viewExtentCVTransform = new Matrix4(); function extentCameraPositionColumbusView(camera, extent, projection, result, positionOnly) { var north = extent.north; ","You can remove these too. Below do: `var northEast = projection.project(cart, viewExtentCVNorthEast);` and remove `position`. Same thing for `southWest`."
"@@ -79,4 +79,4 @@ foreach ($slas as $sla) { echo '</div>'; } -$pagetitle[] = 'SLAs'; +$pagetitle[] = 'SLAs'; \ No newline at end of file ","Oopsie, files should have a blank line at the end."
"@@ -705,8 +705,16 @@ get_object_layout(struct pl_jump_map *jmap, struct pl_obj_layout *layout, D_DEBUG(DB_PL, Target unavailable  DF_TARGET . Adding to remap_list: fail cnt %d\n, DP_TARGET(target), fail_tgt_cnt); - rc = remap_alloc_one(remap_list, k, target, - false); + + if (remap_grp_used == NULL) { + remap_grp_used = remap_gpu_alloc_one(&dgu_remap_list, + dom_cur_grp_used); + if (remap_grp_used == NULL) + D_GOTO(out, rc = -DER_NOMEM); + realloc_grp_used = true; + } + + rc = remap_alloc_one(remap_list, k, target, false, remap_grp_used); if (rc) D_GOTO(out, rc); ","It's really hard to follow this, why don't you just simply allocate per-RDG used domain bitmap for all groups at the very beginning (Just like what we did for other bitmaps)?"
"@@ -35,7 +35,7 @@ let PropertyRulesDef; */ const GLOBAL_PROPERTY_RULES = { 'class': { - blacklistedValueRegex: '(^|\\W)i-amphtml-', + denylistedValueRegex: '(^|\\W)i-amphtml-', }, 'hidden': null, 'text': null, ","/cc @choumx I can't tell if this value is actually exposed to publishers. If so, this isn't safe to change."
"@@ -178,9 +178,13 @@ class PickDropChannelsMixin(object): inst = self.copy() if copy else self idx = [inst.ch_names.index(c) for c in ch_names if c in inst.ch_names] + if hasattr(inst, 'picks'): inst.picks = [inst.picks[k] for k in idx] + if hasattr(inst, 'cals'): + inst.cals = inst.cals[idx] + inst.info = pick_info(inst.info, idx, copy=False) my_get = lambda attr: getattr(inst, attr, None) ",@agramfort I like this better since it's a separate issue from preloading. WDYT? cc @dengemann
"@@ -52,9 +52,8 @@ class DataIterator: @classmethod def from_params(cls, params: Params): - from allennlp.experiments.registry import Registry # TODO(Mark): The adaptive iterator will need a bit of work here, # to retrieve the scaling function etc. - iterator_type = params.pop_choice(type, Registry.list_data_iterators()) - return Registry.get_data_iterator(iterator_type)(**params.as_dict()) # type: ignore + iterator_type = params.pop_choice(type, cls.list_available()) + return cls.by_name(iterator_type)(**params.as_dict()) # type: ignore ","Do we actually need the `# type: ignore` here? We don't have it in other places. Also, there is no listed return type for the method - maybe that's the reason there was a type failure?"
"@@ -429,6 +429,11 @@ static int def_load_bio(CONF *conf, BIO *in, long *line) if (!str_copy(conf, psection, &include, p)) goto err; + if (conf->flag_abspath && !ossl_is_absolute_path(include)) { + ERR_raise(ERR_LIB_CONF, CONF_R_RELATIVE_PATH); + goto err; + } + if (include_dir != NULL && !ossl_is_absolute_path(include)) { size_t newlen = strlen(include_dir) + strlen(include) + 2; ",I'd recommend considering semantics that enforces the absolute path check only after prepending the include_dir. IMO it would be much more useful.
"@@ -83,9 +83,6 @@ func testAPIDeleteOAuth2Application(t *testing.T) { oldApp := models.AssertExistsAndLoadBean(t, &models.OAuth2Application{ UID: user.ID, Name: test-app-1, - RedirectURIs: []string{ - http://www.google.com, - }, }).(*models.OAuth2Application) urlStr := fmt.Sprintf(/api/v1/user/applications/oauth2/%d?token=%s, oldApp.ID, token) ",reason to remove this?
"@@ -1,9 +1,16 @@ import logging +from dvc.exceptions import InvalidArgumentError + logger = logging.getLogger(__name__) def _update_import_on_remote(stage, remote, jobs): + if stage.is_repo_import: + raise InvalidArgumentError( + Can't update a repo import with --to-remote + ) + url = stage.deps[0].path_info.url stage.outs[0].hash_info = stage.repo.cloud.transfer( url, jobs=jobs, remote=remote, command=update ",~~What's a repo import?~~ Got it.
"@@ -175,12 +175,16 @@ func determineSeed(shoot *gardencorev1beta1.Shoot, seedLister gardencorelisters. return nil, err } - filteredSeeds, err := filterSeedsMatchingSeedSelector(cloudProfile, seedList) + seedsMatchingCloudProfileSelector, err := filterSeedsMatchingSeedSelector(seedList, cloudProfile.Spec.SeedSelector, CloudProfile) + if err != nil { + return nil, err + } + seedsMatchingShootSelector, err := filterSeedsMatchingSeedSelector(seedsMatchingCloudProfileSelector, shoot.Spec.SeedSelector, Shoot) if err != nil { return nil, err } - candidates, err := getCandidates(shoot, filteredSeeds, strategy) + candidates, err := getCandidates(shoot, seedsMatchingShootSelector, strategy) if err != nil { return nil, err } ","Hmm, this will yield an unhelpful message, if there are Seeds that are matching the `seedSelector` of the Shoot, but not the one of the CloudProfile. I.e. it will say none out of the <n> seeds has the matching labels required by seed selector of 'Shoot' although, all Seeds might actually match the Shoot's selector. Can you evaluate both selectors individually and then combine the filtered set of Seeds here to be able to give a more helpful error message?"
"@@ -741,7 +741,17 @@ static int check_id(X509_STORE_CTX *ctx) if (!check_id_error(ctx, X509_V_ERR_IP_ADDRESS_MISMATCH)) return 0; } - return 1; + + /* + * When verifying SSL server certificates, require that an + * identity be set for validating the certificate subject unless + * the X509_V_FLAG_ALLOW_NO_SUBJECT_CHECK flags is set instead. + */ + if (vpm->purpose != X509_PURPOSE_SSL_SERVER + || (vpm->flags & X509_V_FLAG_ALLOW_NO_SUBJECT_CHECK)) + return 1; + + return (vpm->hosts || vpm->email || vpm->ip); } static int check_trust(X509_STORE_CTX *ctx, int num_untrusted) ","Instead of `vpm->purpose != X509_PURPOSE_SSL_SERVER` it would have to be `vpm->purpose == X509_PURPOSE_SSL_CLIENT`. Otherwise, this breaks `X509_PURPOSE_SMIME_SIGN` and possibly others."
"@@ -236,6 +236,7 @@ func (b *BleveIndexer) Search(keyword string, repoIDs []int64, limit, start int) for _, repoID := range repoIDs { repoQueriesP = append(repoQueriesP, numericEqualityQuery(repoID, RepoID)) } + index, _ := strconv.ParseInt(keyword, 10, 64) repoQueries := make([]query.Query, len(repoQueriesP)) for i, v := range repoQueriesP { repoQueries[i] = query.Query(v) ",Maybe keyword is a string?
"@@ -329,13 +329,10 @@ func (a *apiServer) upsertWorkersForPipeline(pipelineInfo *pps.PipelineInfo) err workerRc, err := rc.Get( ppsutil.PipelineRcName(pipelineInfo.Pipeline.Name, pipelineInfo.Version), metav1.GetOptions{}) - if err == nil { - if (workerRc.Spec.Template.Spec.Containers[0].Resources.Requests == nil) && *workerRc.Spec.Replicas == 1 { - parallelism = 1 - resourceRequests = nil - resourceLimits = nil - } + if err != nil { + log.Errorf(error from rc.Get: %v, err) } + // TODO figure out why the statement below runs even if there's an error // rc was made by a previous version of pachyderm so we delete it if workerRc.ObjectMeta.Labels[version] != version.PrettyVersion() { if err := a.deleteWorkersForPipeline(pipelineInfo); err != nil { ",Shouldn't we be returning the error if there is an error here? I noticed you have a todo below to find out why the statement below is running when there is an error.
"@@ -1018,8 +1018,17 @@ def while_loop(cond, body, loop_vars, is_test=False, name=None): return loop_vars while_loop_block = While(pre_cond, is_test, name) + with_mutable_vars = assert_with_mutable_vars(loop_vars) with while_loop_block.block(): - output_vars = body(*loop_vars) + # If a variable with mutable type is included in vars, like `dict/list`, + # modifying them in the body function will cause origin variable be modified + # synchronously. This will raise an assignment error out of while block. + # Here we make a copy of the mutable object to aviod this problem. + if with_mutable_vars: + new_loop_vars = copy_mutable_vars(loop_vars) + output_vars = body(*new_loop_vars) + else: + output_vars = body(*loop_vars) if not isinstance(output_vars, (list, tuple)): output_vars = [output_vars] if len(output_vars) != len(loop_vars): ",Grammatical error: cause origin variable be modified to cause origin variable to be modified
"@@ -39,11 +39,12 @@ KRATOS_CREATE_3D_VARIABLE_WITH_COMPONENTS(COARSE_VELOCITY) KRATOS_CREATE_VARIABLE(double,FIC_BETA) // Adjoint variables -KRATOS_CREATE_3D_VARIABLE_WITH_COMPONENTS(ADJOINT_FLUID_VECTOR_1) -KRATOS_CREATE_3D_VARIABLE_WITH_COMPONENTS(ADJOINT_FLUID_VECTOR_2) -KRATOS_CREATE_3D_VARIABLE_WITH_COMPONENTS(ADJOINT_FLUID_VECTOR_3) KRATOS_CREATE_3D_VARIABLE_WITH_COMPONENTS(AUX_ADJOINT_FLUID_VECTOR_1) +KRATOS_CREATE_3D_VARIABLE_WITH_COMPONENTS_WITH_TIME_DERIVATIVE(ADJOINT_FLUID_VECTOR_3, AUX_ADJOINT_FLUID_VECTOR_1); +KRATOS_CREATE_3D_VARIABLE_WITH_COMPONENTS_WITH_TIME_DERIVATIVE(ADJOINT_FLUID_VECTOR_2, ADJOINT_FLUID_VECTOR_3); +KRATOS_CREATE_3D_VARIABLE_WITH_COMPONENTS_WITH_TIME_DERIVATIVE(ADJOINT_FLUID_VECTOR_1, ADJOINT_FLUID_VECTOR_2); KRATOS_CREATE_VARIABLE(double, ADJOINT_FLUID_SCALAR_1) +KRATOS_CREATE_VARIABLE(Vector, PRIMAL_RELAXED_SECOND_DERIVATIVE_VALUES) // Non-Newtonian constitutive relations KRATOS_CREATE_VARIABLE(double, REGULARIZATION_COEFFICIENT) ",mmm... are these time derivatives?
"@@ -1,12 +1,15 @@ // Licensed to the .NET Foundation under one or more agreements. // The .NET Foundation licenses this file to you under the MIT license. +using System; + namespace System.Configuration { public enum SettingsSerializeAs { String = 0, Xml = 1, + [Obsolete(Obsoletions.BinaryFormatterMessage + @. Consider using Xml instead., false)] Binary = 2, ProviderSpecific = 3 } ",This is a change to public surface area. I would have expected the ref to also be updated with this.
"@@ -3130,7 +3130,7 @@ void ByteCodeGenerator::ProcessCapturedSym(Symbol *sym) FuncInfo *funcHome = sym->GetScope()->GetFunc(); FuncInfo *funcChild = funcHome->GetCurrentChildFunction(); - Assert(sym->NeedsSlotAlloc(funcHome) || sym->GetIsGlobal() || sym->GetIsModuleImport()); + Assert(sym->NeedsSlotAlloc(funcHome) || sym->GetIsGlobal() || sym->GetIsModuleImport() || sym->GetIsModuleExportStorage()); // If this is not a local property, or not all its references can be tracked, or // it's not scoped to the function, or we're in debug mode, disable the delayed capture optimization. ",do you need to make change to ByteCodeGenerator::InitBlockScopedNonTemps ? #Resolved
"@@ -247,6 +247,7 @@ define([ } var i; + var j; var len; // Clear the render list. ","At some point in this function, the quadtree should know (or could know) if we reached a leaf node, and we could use this to let the tile's billboards know that we reached the maximum level and they don't need updates."
"@@ -3133,6 +3133,16 @@ class FirstPass(NodeVisitor): func._fullname = self.sem.qualified_name(func.name()) if kind == GDEF: self.sem.globals[func.name()] = SymbolTableNode(kind, func, self.sem.cur_mod_id) + if func.impl: + # Also analyze the function body (in case there are conditional imports). + sem = self.sem + sem.function_stack.append(func.impl) + sem.errors.push_function(func.name()) + sem.enter() + func.impl.body.accept(self) + sem.leave() + sem.errors.pop_function() + sem.function_stack.pop() def visit_class_def(self, cdef: ClassDef) -> None: kind = self.kind_by_scope() ",Hmm... Refactor this to merge with the nearly identical block in the previous method?
"@@ -230,7 +230,7 @@ int d_fault_attr_err_code(uint32_t fault_id) { struct d_fault_attr_t *fault_attr; - uint32_t err_code; + int32_t err_code; fault_attr = d_fault_attr_lookup(fault_id); if (fault_attr == NULL) { ",Also don't need the case in return;
"@@ -382,11 +382,9 @@ static int rsa_get_ctx_params(void *vprsactx, OSSL_PARAM *params) } p = OSSL_PARAM_locate(params, OSSL_ASYM_CIPHER_PARAM_OAEP_LABEL); - if (p != NULL && !OSSL_PARAM_set_octet_ptr(p, prsactx->oaep_label, 0)) - return 0; - - p = OSSL_PARAM_locate(params, OSSL_ASYM_CIPHER_PARAM_OAEP_LABEL_LEN); - if (p != NULL && !OSSL_PARAM_set_size_t(p, prsactx->oaep_labellen)) + if (p != NULL && + !OSSL_PARAM_set_octet_ptr(p, prsactx->oaep_label, + prsactx->oaep_labellen)) return 0; p = OSSL_PARAM_locate(params, OSSL_ASYM_CIPHER_PARAM_TLS_CLIENT_VERSION); ",I wonder if this should really be an octet_string instead of an octet_ptr?
"@@ -163,6 +163,14 @@ export class UrlReplacements { return removeFragment(info.sourceUrl); })); + this.setAsync_('SOURCE_URL', () => { + return getTrackImpressionPromise().then( + this.getDocInfoValue_.bind(this, info => { + return removeFragment(info.sourceUrl); + }) + ); + }); + // Returns the host of the Source URL for this AMP document. this.set_('SOURCE_HOST', this.getDocInfoValue_.bind(this, info => { return parseUrl(info.sourceUrl).host; ",I think there is a problem here: Doc info eagerly reads `location.href` and never reads it again after.
"@@ -106,6 +106,16 @@ class Search_Replace_Command extends WP_CLI_Command { return $wpdb->get_col( $wpdb->prepare( SHOW TABLES LIKE %s, like_escape( $prefix ) . '%' ) ); } + private static function fast_handle_col( $col, $table, $old, $new, $dry_run ) { + global $wpdb; + + if ( $dry_run ) { + return $wpdb->get_var( $wpdb->prepare( SELECT COUNT(`$col`) FROM `$table` WHERE `$col` LIKE %s;, '%' . like_escape( esc_sql( $old ) ) . '%' ) ); + } else { + return $wpdb->query( $wpdb->prepare( UPDATE `$table` SET `$col` = REPLACE(`$col`, %s, %s);, $old, $new ) ); + } + } + private static function handle_col( $col, $primary_keys, $table, $old, $new, $dry_run, $recurse_objects ) { global $wpdb; ",`fast_handle_col` should be `sql_handle_col()`. Let's also rename the other method.
"@@ -31,6 +31,7 @@ public class ProjectLaunchImplTest extends TestCase { public static void testParseSystemCapabilities() throws Exception { Workspace ws = Workspace.getWorkspace(IO.getFile(test/ws)); Project project = ws.getProject(p1); + project.getTarget().mkdirs(); String systemCaps = null; try { ",Do you really need to mkdirs() here? I would think you just need `project.prepare()` which will make that target folder if necessary. Can you try that instead?
"@@ -405,13 +405,8 @@ int dgst_main(int argc, char **argv) } else { const char *sig_name = NULL; if (!out_bin) { - if (sigkey != NULL) { - const EVP_PKEY_ASN1_METHOD *ameth; - ameth = EVP_PKEY_get0_asn1(sigkey); - if (ameth) - EVP_PKEY_asn1_get0_info(NULL, NULL, - NULL, NULL, &sig_name, ameth); - } + if (sigkey != NULL) + sig_name = EVP_PKEY_get0_first_alg_name(sigkey); } ret = 0; for (i = 0; i < argc; i++) { ","This is very dodgy. One alias to the HMAC signature algorithm and the test may randomly go **BAMF**, because you might end up with, oh I don't know, id-Hmac. This is a case where the application has more accurate knowledge than libcrypto, as it really has *all* the data it needs to know exactly what names it's asking for. It's quite a simple program after all..."
"@@ -165,7 +165,9 @@ define([ that.state = Cesium3DTileContentState.FAILED; that._readyPromise.reject(error); }); + return true; } + return false; }; /** ","Since we prefer early return, flip the above `if(defined(promise))` check and return false immediately to make the code cleaner."
"@@ -350,7 +350,7 @@ def test_generalization_across_time(): reg = KernelRidge() def scorer_proba(y_true, y_pred): - roc_auc_score(y_true, y_pred[:, 0]) + return roc_auc_score(y_true, y_pred[:, 0]) # We re testing 3 scenario: default, classifier + predict_proba, regressor scorers = [None, scorer_proba, scorer_regress] ",fixes missing return in previous PR
"@@ -225,6 +225,12 @@ func resourceCloudFunctionsCreate(d *schema.ResourceData, meta interface{}) erro if err != nil { return err } + // We do this extra validation here since most regions are not valid, and the + // error message that Cloud Functions has for wrong region is not specific. + _, errs := validCloudFunctionRegion(region, region) + if len(errs) > 0 { + return errs[0] + } cloudFuncId := &cloudFunctionId{ Project: project, ","I see, the provider-level region skips the field validation. May be add a mention about this here?"
"@@ -1,4 +1,6 @@ class DeepLinksController < ApplicationController + AASA_PATHS = [/*, NOT /users/auth/*].freeze + def mobile; end # Apple Application Site Association - based on Apple docs guidelines ","_I think_ this is the correct way to freeze this array, but I'm open to any suggestions to improve it (or fix it altogether if I'm not even close to how it should be   )"
"@@ -84,7 +84,6 @@ class JavaThriftLibrary(JvmTarget): def include_paths(self): return self._include_paths - # TODO(Eric Ayers) As of 2/5/2015 this call is DEPRECATED and should be removed soon @property def is_thrift(self): return True ","Perhaps instead of adding a new call for is_thrift, this could move to a different pattern. Maybe it could look for the class instead via isinstance. It looks like the deprecation plan for the associated `is_*` methods involved types via marker mixins."
"@@ -224,6 +224,16 @@ class Environment: self._values[k] = new_value return self + def to_dict(self): + ret = OrderedDict() + for varname, varvalues in self._values.items(): + value = self._format_value(varname, varvalues, , os.pathsep) + ret[varname] = value + return ret + + def apply(self): + return _environment_add(self.to_dict()) + class ProfileEnvironment: def __init__(self): ","Maybe for the variable access we should provide access to the structure? Like if it is a list of items, it should be a list of items, not always a string that they will need to parse? I also understand the reason for always a string, to resemble the native env-vars, just a question."
